title,artist,year,views,url
My Fault,Juice WRLD,2017,268069,https://genius.com/Juice-WRLD-My-Fault-lyrics
Campfire Song Song,SpongeBob SquarePants,2005,238389,https://genius.com/SpongeBob-SquarePants-Campfire-Song-Song-lyrics
Bruises,Lewis Capaldi,2017,1057539,https://genius.com/Lewis-Capaldi-Bruises-lyrics
I Dont Wanna Waste My Time,Joji,2017,541338,https://genius.com/Joji-I-Dont-Wanna-Waste-My-Time-lyrics
Nature Boy,"Nat ""King"" Cole",1948,205598,https://genius.com/Nat-King-Cole-Nature-Boy-lyrics
Lie Cheat Steal,Run The Jewels,2014,213980,https://genius.com/Run-The-Jewels-Lie-Cheat-Steal-lyrics
Sittin On The Dock of the Bay,Otis Redding,1968,260191,https://genius.com/Otis-Redding-Sittin-On-The-Dock-of-the-Bay-lyrics
Maps,Yeah Yeah Yeahs,2003,223143,https://genius.com/Yeah-Yeah-Yeahs-Maps-lyrics
Nasty,Skepta,2015,285047,https://genius.com/Skepta-Nasty-lyrics
Love Is Only a Feeling,Joey Bada$$,2017,319027,https://genius.com/Joey-Bada-Love-Is-Only-a-Feeling-lyrics
Cut Her Off Freestyle,Kevin Gates,2014,247152,https://genius.com/Kevin-Gates-Cut-Her-Off-Freestyle-lyrics
Leave Out All the Rest,Linkin Park,2007,202997,https://genius.com/Linkin-Park-Leave-Out-All-the-Rest-lyrics
Peaches,Justin Bieber,2021,1419780,https://genius.com/Justin-Bieber-Peaches-lyrics
Move On,Witt Lowry,2015,252170,https://genius.com/Witt-Lowry-Move-On-lyrics
Truth,Gucci Mane,2012,325689,https://genius.com/Gucci-Mane-Truth-lyrics
Rich  Sad,Post Malone,2018,585240,https://genius.com/Post-Malone-Rich-Sad-lyrics
Ascension,Gorillaz,2017,409600,https://genius.com/Gorillaz-Ascension-lyrics
I’m On Fire,Bruce Springsteen,1984,499836,https://genius.com/Bruce-Springsteen-I’m-On-Fire-lyrics
Loaded Baked Potato,Young Nudy,2017,191422,https://genius.com/Young-Nudy-Loaded-Baked-Potato-lyrics
Slow Motion,Trey Songz,2015,193017,https://genius.com/Trey-Songz-Slow-Motion-lyrics
Losing My Religion,R.E.M.,1991,682823,https://genius.com/REM-Losing-My-Religion-lyrics
GHOST,Kid Cudi,2010,324100,https://genius.com/Kid-Cudi-GHOST-lyrics
Im Not in Love,10cc,1975,209525,https://genius.com/10cc-Im-Not-in-Love-lyrics
Old Me,5 Seconds of Summer,2020,243656,https://genius.com/5-Seconds-of-Summer-Old-Me-lyrics
When I First Laid My Eyes On You,Lyrics Ville,2018,416682,https://genius.com/Lyrics-Ville-When-I-First-Laid-My-Eyes-On-You-lyrics
Mob Ties,Drake,2018,1127421,https://genius.com/Drake-Mob-Ties-lyrics
Bounce Back,Big Sean,2016,2168522,https://genius.com/Big-Sean-Bounce-Back-lyrics
Phases,PRETTYMUCH,2019,245988,https://genius.com/PRETTYMUCH-Phases-lyrics
Say It Aint So,Weezer,1993,1561989,https://genius.com/Weezer-Say-It-Aint-So-lyrics
I dont let go,XXXTENTACION,2018,435557,https://genius.com/XXXTENTACION-I-dont-let-go-lyrics
Who Do You Love,The Chainsmokers & 5 Seconds of Summer,2019,290244,https://genius.com/The-Chainsmokers-5-Seconds-of-Summer-Who-Do-You-Love-lyrics
Show You,Tyga,2013,212343,https://genius.com/Tyga-Show-You-lyrics
Famous,21 Savage,2017,228958,https://genius.com/21-Savage-Famous-lyrics
Dont Let the Sun Go Down on Me,Elton John,1974,330017,https://genius.com/Elton-John-Dont-Let-the-Sun-Go-Down-on-Me-lyrics
Into It,Chase Atlantic,2017,204625,https://genius.com/Chase-Atlantic-Into-It-lyrics
You’re the One That I Want,John Travolta & Olivia Newton-John,1978,336392,https://genius.com/John-Travolta-Olivia-NewtonJohn-You’re-the-One-That-I-Want-lyrics
​i crash u crash,Lil Peep & Lil Tracy,2016,424376,https://genius.com/Lil-Peep-Lil-Tracy-​i-crash-u-crash-lyrics
​the song they played when i crashed into the wall,Lil Peep,2016,258471,https://genius.com/Lil-Peep-​the-song-they-played-when-i-crashed-into-the-wall-lyrics
Down Girl,Roy Woods,2016,199198,https://genius.com/Roy-Woods-Down-Girl-lyrics
BAD,XXXTENTACION,2018,1439131,https://genius.com/XXXTENTACION-BAD-lyrics
Dark Necessities,Red Hot Chili Peppers,2016,427358,https://genius.com/Red-Hot-Chili-Peppers-Dark-Necessities-lyrics
Burning House,Cam,2015,833832,https://genius.com/Cam-Burning-House-lyrics
The Motto,Drake,2011,3544292,https://genius.com/Drake-The-Motto-lyrics
Till I Die,Machine Gun Kelly,2015,257234,https://genius.com/Machine-Gun-Kelly-Till-I-Die-lyrics
L’Manberg National Anthem Extended Version/Finished Symphony,Wilbur Soot,2021,209616,https://genius.com/Wilbur-Soot-L’Manberg-National-Anthem-Extended-VersionFinished-Symphony-lyrics
El Chapo,The Game,2015,707359,https://genius.com/The-Game-El-Chapo-lyrics
Death of a Bachelor,Death of a Bachelor Lyrics - Panic! at the Disco,2015,713043,https://genius.com/Death-of-a-Bachelor-Lyrics-Panic-at-the-Disco-Death-of-a-Bachelor-lyrics
Drinking Out of Cups,Dan Deacon,2003,195654,https://genius.com/Dan-Deacon-Drinking-Out-of-Cups-lyrics
Slipknot,XXXTENTACION,2017,514689,https://genius.com/XXXTENTACION-Slipknot-lyrics
Juicy,The Notorious B.I.G.,1994,3528473,https://genius.com/The-Notorious-BIG-Juicy-lyrics
Greatest,Eminem,2018,1515487,https://genius.com/Eminem-Greatest-lyrics
Off The Grid,Kanye West,2021,1766464,https://genius.com/Kanye-West-Off-The-Grid-lyrics
Exposure,Wilfred Owen,1917,345109,https://genius.com/Wilfred-Owen-Exposure-lyrics
Macbeth Act 1 Scene 1,William Shakespeare,1611,278424,https://genius.com/William-Shakespeare-Macbeth-Act-1-Scene-1-lyrics
2  2  5,Radiohead,2003,204635,https://genius.com/Radiohead-2-2-5-lyrics
Drain You,Nirvana,1991,492976,https://genius.com/Nirvana-Drain-You-lyrics
​hate u love u,Olivia O'Brien,2016,309014,https://genius.com/Olivia-OBrien-​hate-u-love-u-lyrics
Only If You Knew,dutchavelli,2020,218247,https://genius.com/dutchavelli-Only-If-You-Knew-lyrics
Gravel Pit,Wu-Tang Clan,2000,192574,https://genius.com/WuTang-Clan-Gravel-Pit-lyrics
Hey Mama,David Guetta,2015,464780,https://genius.com/David-Guetta-Hey-Mama-lyrics
Somebodys Gotta Die,The Notorious B.I.G.,1997,211825,https://genius.com/The-Notorious-BIG-Somebodys-Gotta-Die-lyrics
Change Ya Life,Haiti Babii,2018,306292,https://genius.com/Haiti-Babii-Change-Ya-Life-lyrics
Lighters,Bad Meets Evil,2011,673638,https://genius.com/Bad-Meets-Evil-Lighters-lyrics
Bali,88GLAM,2017,278780,https://genius.com/88GLAM-Bali-lyrics
​outside,Travis Scott,2016,381539,https://genius.com/Travis-Scott-​outside-lyrics
Hood Gone Love It,Jay Rock,2011,296719,https://genius.com/Jay-Rock-Hood-Gone-Love-It-lyrics
Hercules,Young Thug & Metro Boomin,2015,482405,https://genius.com/Young-Thug-Metro-Boomin-Hercules-lyrics
IU - 에잇 eight ft. SUGA English Translation,Genius English Translations,2020,464424,https://genius.com/Genius-English-Translations-IU-에잇-eight-ft-SUGA-English-Translation-lyrics
Young Dumb  Broke,Khalid,2017,2768540,https://genius.com/Khalid-Young-Dumb-Broke-lyrics
GreyGods,Ramirez,2017,212575,https://genius.com/Ramirez-GreyGods-lyrics
House of Cards,Radiohead,2007,194761,https://genius.com/Radiohead-House-of-Cards-lyrics
ATM,J. Cole,2018,1148707,https://genius.com/J-Cole-ATM-lyrics
Holy Ground,Taylor Swift,2012,400975,https://genius.com/Taylor-Swift-Holy-Ground-lyrics
The Cave,Mumford & Sons,2010,243369,https://genius.com/Mumford-Sons-The-Cave-lyrics
Suddenly,A$AP Rocky,2013,480331,https://genius.com/AAP-Rocky-Suddenly-lyrics
Ignorance is Bliss,Kendrick Lamar,2010,412070,https://genius.com/Kendrick-Lamar-Ignorance-is-Bliss-lyrics
Tamale,"Tyler, The Creator",2013,959024,https://genius.com/Tyler-The-Creator-Tamale-lyrics
Man on the Moon The Anthem,Kid Cudi,2008,420421,https://genius.com/Kid-Cudi-Man-on-the-Moon-The-Anthem-lyrics
Gone,The Weeknd,2011,657079,https://genius.com/The-Weeknd-Gone-lyrics
For Good,Idina Menzel & Kristin Chenoweth,2003,359665,https://genius.com/Idina-Menzel-Kristin-Chenoweth-For-Good-lyrics
Paramedic,SOB X RBE,2018,620075,https://genius.com/SOB-X-RBE-Paramedic-lyrics
Holy Grail,JAY-Z,2013,6303137,https://genius.com/JAYZ-Holy-Grail-lyrics
Im Not Racist,Joyner Lucas,2017,1034879,https://genius.com/Joyner-Lucas-Im-Not-Racist-lyrics
​​ocean eyes,Billie Eilish,2015,1576197,https://genius.com/Billie-Eilish-​​ocean-eyes-lyrics
Breathe In Breathe Out,Kanye West,2004,238610,https://genius.com/Kanye-West-Breathe-In-Breathe-Out-lyrics
Start Again,OneRepublic,2018,212052,https://genius.com/OneRepublic-Start-Again-lyrics
Wish You Were Sober,Conan Gray,2020,196985,https://genius.com/Conan-Gray-Wish-You-Were-Sober-lyrics
Stay,Zedd & Alessia Cara,2017,2043010,https://genius.com/Zedd-Alessia-Cara-Stay-lyrics
HWASA - 마리아 Maria English Translation,Genius English Translations,2020,220740,https://genius.com/Genius-English-Translations-HWASA-마리아-Maria-English-Translation-lyrics
Castle,Macklemore & Ryan Lewis,2012,199103,https://genius.com/Macklemore-Ryan-Lewis-Castle-lyrics
Cheap Thrills Remix,Sia,2016,567938,https://genius.com/Sia-Cheap-Thrills-Remix-lyrics
Up All Night,Drake,2010,541461,https://genius.com/Drake-Up-All-Night-lyrics
Midsummer Madness,"88rising, Joji, Rich Brian & AUGUST 08",2018,759703,https://genius.com/88rising-Joji-Rich-Brian-AUGUST-08-Midsummer-Madness-lyrics
I Fuck Wit You Girl,Rich Homie Quan,2013,430907,https://genius.com/Rich-Homie-Quan-I-Fuck-Wit-You-Girl-lyrics
Sure Thing,Miguel,2010,514724,https://genius.com/Miguel-Sure-Thing-lyrics
​Bubble Gum,Clairo,2015,312657,https://genius.com/Clairo-​Bubble-Gum-lyrics
Face Down,Mustard,2014,207064,https://genius.com/Mustard-Face-Down-lyrics
They Know,Chief Keef,2012,199644,https://genius.com/Chief-Keef-They-Know-lyrics
Just the Way You Are,Bruno Mars,2010,650654,https://genius.com/Bruno-Mars-Just-the-Way-You-Are-lyrics
Blessed,Daniel Caesar,2017,497144,https://genius.com/Daniel-Caesar-Blessed-lyrics
Rasputin,Boney M.,1978,611710,https://genius.com/Boney-M-Rasputin-lyrics
I Spy T Shirt Isnt She Lovely  Swang Mashup,Alex Aiono,2017,194324,https://genius.com/Alex-Aiono-I-Spy-T-Shirt-Isnt-She-Lovely-Swang-Mashup-lyrics
​the 1,Taylor Swift,2020,2003697,https://genius.com/Taylor-Swift-​the-1-lyrics
HEAT,BROCKHAMPTON,2017,381961,https://genius.com/BROCKHAMPTON-HEAT-lyrics
Car Sick,Gunna,2018,223903,https://genius.com/Gunna-Car-Sick-lyrics
Wonton Soup,Lil B,2010,378329,https://genius.com/Lil-B-Wonton-Soup-lyrics
Ball For Me,Post Malone,2018,459583,https://genius.com/Post-Malone-Ball-For-Me-lyrics
​toxic city ☣,Lil Peep,2015,253648,https://genius.com/Lil-Peep-​toxic-city-☣-lyrics
Something Special,Pop Smoke,2020,369716,https://genius.com/Pop-Smoke-Something-Special-lyrics
BTS - Trivia 起: Just Dance English Translation,Genius English Translations,2018,190526,https://genius.com/Genius-English-Translations-BTS-Trivia-起-Just-Dance-English-Translation-lyrics
I Want to Write You a Song,I Want to Write You a Song Lyrics - One Direction,2015,187793,https://genius.com/I-Want-to-Write-You-a-Song-Lyrics-One-Direction-I-Want-to-Write-You-a-Song-lyrics
OTW,DJ Luke Nasty,2016,347885,https://genius.com/DJ-Luke-Nasty-OTW-lyrics
Amen,Meek Mill,2012,905954,https://genius.com/Meek-Mill-Amen-lyrics
Let It All Work Out,Lil Wayne,2018,341645,https://genius.com/Lil-Wayne-Let-It-All-Work-Out-lyrics
Blinded by Your Grace Pt. 2,Stormzy,2017,293305,https://genius.com/Stormzy-Blinded-by-Your-Grace-Pt-2-lyrics
Still Softish,Josh Richards,2020,233928,https://genius.com/Josh-Richards-Still-Softish-lyrics
Buy a Heart,Nicki Minaj,2014,564161,https://genius.com/Nicki-Minaj-Buy-a-Heart-lyrics
Nervous,Shawn Mendes,2018,264917,https://genius.com/Shawn-Mendes-Nervous-lyrics
Downtown,Petula Clark,1964,191126,https://genius.com/Petula-Clark-Downtown-lyrics
Sad Song,We the Kings,2013,200711,https://genius.com/We-the-Kings-Sad-Song-lyrics
DHL,Frank Ocean,2019,649366,https://genius.com/Frank-Ocean-DHL-lyrics
Miss Me,Drake,2010,931648,https://genius.com/Drake-Miss-Me-lyrics
Lotta That,G-Eazy,2014,243390,https://genius.com/GEazy-Lotta-That-lyrics
My Type of Party,DOM KENNEDY,2012,200331,https://genius.com/DOM-KENNEDY-My-Type-of-Party-lyrics
Vienna,Billy Joel,1977,559500,https://genius.com/Billy-Joel-Vienna-lyrics
Yah Mean,Playboi Carti,2017,198819,https://genius.com/Playboi-Carti-Yah-Mean-lyrics
Fuck Wit Dre Day And Everybody’s Celebratin’,Dr. Dre,1993,566210,https://genius.com/Dr-Dre-Fuck-Wit-Dre-Day-And-Everybody’s-Celebratin’-lyrics
Close to Me,Ellie Goulding & Diplo,2018,283426,https://genius.com/Ellie-Goulding-Diplo-Close-to-Me-lyrics
This Womans Work,Maxwell,2001,197575,https://genius.com/Maxwell-This-Womans-Work-lyrics
Can I,Kehlani,2020,373784,https://genius.com/Kehlani-Can-I-lyrics
Whuss the Deal,Shoreline Mafia,2017,211533,https://genius.com/Shoreline-Mafia-Whuss-the-Deal-lyrics
Free Lunch,Isaiah Rashad,2016,289932,https://genius.com/Isaiah-Rashad-Free-Lunch-lyrics
Lemon Tree,Fool's Garden,1995,307021,https://genius.com/Fools-Garden-Lemon-Tree-lyrics
Steve Jobs vs Bill Gates,Epic Rap Battles of History,2012,458641,https://genius.com/Epic-Rap-Battles-of-History-Steve-Jobs-vs-Bill-Gates-lyrics
Say Something,Justin Timberlake,2018,661243,https://genius.com/Justin-Timberlake-Say-Something-lyrics
​the light is coming,Ariana Grande,2018,849214,https://genius.com/Ariana-Grande-​the-light-is-coming-lyrics
To Kill a Mockingbird Atticus Finchs closing speech,Harper Lee,1960,373435,https://genius.com/Harper-Lee-To-Kill-a-Mockingbird-Atticus-Finchs-closing-speech-lyrics
BBO Bad Bitches Only,Migos,2018,324646,https://genius.com/Migos-BBO-Bad-Bitches-Only-lyrics
Carousel,Melanie Martinez,2014,278976,https://genius.com/Melanie-Martinez-Carousel-lyrics
Too Much to Ask,Niall Horan,2017,618326,https://genius.com/Niall-Horan-Too-Much-to-Ask-lyrics
Hurricane,"Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",2015,583798,https://genius.com/LinManuel-Miranda-Original-Broadway-Cast-of-Hamilton-Hurricane-lyrics
Valerie,The Weeknd,2012,698737,https://genius.com/The-Weeknd-Valerie-lyrics
Hats Off,"Lil Baby, Lil Durk & Travis Scott",2021,206042,https://genius.com/Lil-Baby-Lil-Durk-Travis-Scott-Hats-Off-lyrics
Sunday Candy,Donnie Trumpet & The Social Experiment,2014,1823130,https://genius.com/Donnie-Trumpet-The-Social-Experiment-Sunday-Candy-lyrics
Jungle,Drake,2015,2613578,https://genius.com/Drake-Jungle-lyrics
To This Day,Shane Koyczan,2013,826314,https://genius.com/Shane-Koyczan-To-This-Day-lyrics
Chain Smoker,Chance the Rapper,2013,679830,https://genius.com/Chance-the-Rapper-Chain-Smoker-lyrics
Everything Will Be OK,G-Eazy,2015,513707,https://genius.com/GEazy-Everything-Will-Be-OK-lyrics
Numbers on the Boards,Pusha T,2013,454720,https://genius.com/Pusha-T-Numbers-on-the-Boards-lyrics
Imaginary Player,JAY-Z,1997,190902,https://genius.com/JAYZ-Imaginary-Player-lyrics
Down With the Sickness,Disturbed,2000,249688,https://genius.com/Disturbed-Down-With-the-Sickness-lyrics
Sit Next to Me,Foster the People,2017,301359,https://genius.com/Foster-the-People-Sit-Next-to-Me-lyrics
BTS - Make It Right Remix ft. Lauv English Translation,Genius English Translations,2019,463276,https://genius.com/Genius-English-Translations-BTS-Make-It-Right-Remix-ft-Lauv-English-Translation-lyrics
Laugh Now Cry Later,Drake,2020,1324950,https://genius.com/Drake-Laugh-Now-Cry-Later-lyrics
Yeah I Said It,Rihanna,2016,509763,https://genius.com/Rihanna-Yeah-I-Said-It-lyrics
Brand New Guy,A$AP Rocky,2011,651792,https://genius.com/AAP-Rocky-Brand-New-Guy-lyrics
Have You Ever Seen the Rain?,Creedence Clearwater Revival,1970,468949,https://genius.com/Creedence-Clearwater-Revival-Have-You-Ever-Seen-the-Rain-lyrics
Lane Boy,twenty one pilots,2015,565138,https://genius.com/twenty-one-pilots-Lane-Boy-lyrics
Jackie and Wilson,Hozier,2014,275048,https://genius.com/Hozier-Jackie-and-Wilson-lyrics
Jump Out the Window,Big Sean,2017,454085,https://genius.com/Big-Sean-Jump-Out-the-Window-lyrics
Holy Ghost,A$AP Rocky,2015,370995,https://genius.com/AAP-Rocky-Holy-Ghost-lyrics
War,Drake,2019,1369009,https://genius.com/Drake-War-lyrics
Shutdown,Skepta,2015,960130,https://genius.com/Skepta-Shutdown-lyrics
Hot,Young Thug,2019,790336,https://genius.com/Young-Thug-Hot-lyrics
Litty,Meek Mill,2016,608504,https://genius.com/Meek-Mill-Litty-lyrics
Higgs,Frank Ocean,2016,345227,https://genius.com/Frank-Ocean-Higgs-lyrics
Im Good Dedication 5,Lil Wayne,2013,362437,https://genius.com/Lil-Wayne-Im-Good-Dedication-5-lyrics
Man in the Box,Alice in Chains,1990,198672,https://genius.com/Alice-in-Chains-Man-in-the-Box-lyrics
Finesse,Bruno Mars,2016,579643,https://genius.com/Bruno-Mars-Finesse-lyrics
Fallen Kingdom,CaptainSparklez,2012,306637,https://genius.com/CaptainSparklez-Fallen-Kingdom-lyrics
Come and See Me,PARTYNEXTDOOR,2016,2406837,https://genius.com/PARTYNEXTDOOR-Come-and-See-Me-lyrics
734,Juice WRLD,2021,224352,https://genius.com/Juice-WRLD-734-lyrics
​oui,Jeremih,2015,1044861,https://genius.com/Jeremih-​oui-lyrics
Family Feud,Lil Wayne,2017,348173,https://genius.com/Lil-Wayne-Family-Feud-lyrics
Serial Killer,Lana Del Rey,2012,212325,https://genius.com/Lana-Del-Rey-Serial-Killer-lyrics
Notorious Thugs,The Notorious B.I.G.,1997,973834,https://genius.com/The-Notorious-BIG-Notorious-Thugs-lyrics
Chi-Raq,Nicki Minaj & G Herbo,2014,578051,https://genius.com/Nicki-Minaj-G-Herbo-ChiRaq-lyrics
Know Yourself,Drake,2015,5182394,https://genius.com/Drake-Know-Yourself-lyrics
Yellow,Coldplay,2000,1190805,https://genius.com/Coldplay-Yellow-lyrics
Stuck On You,GIVON,2020,314045,https://genius.com/GIVON-Stuck-On-You-lyrics
SAN MARCOS,BROCKHAMPTON,2018,236560,https://genius.com/BROCKHAMPTON-SAN-MARCOS-lyrics
Fergalicious,Fergie,2006,733874,https://genius.com/Fergie-Fergalicious-lyrics
It Takes Time,Trippie Redd,2017,494514,https://genius.com/Trippie-Redd-It-Takes-Time-lyrics
Above the Clouds,Gang Starr,1998,228507,https://genius.com/Gang-Starr-Above-the-Clouds-lyrics
​i turned a bad copypasta into a bad rap,Senzawa,2018,1641225,https://genius.com/Senzawa-​i-turned-a-bad-copypasta-into-a-bad-rap-lyrics
Worth It,YK Osiris,2019,272589,https://genius.com/YK-Osiris-Worth-It-lyrics
Lola,The Kinks,1970,303010,https://genius.com/The-Kinks-Lola-lyrics
John Redcorn,SiR,2019,209000,https://genius.com/SiR-John-Redcorn-lyrics
Burning and Itching,Lovely Peaches,2017,323465,https://genius.com/Lovely-Peaches-Burning-and-Itching-lyrics
Lil Pump,Lil Pump,2016,404852,https://genius.com/Lil-Pump-Lil-Pump-lyrics
No Auto Durk,Only The Family,2018,663630,https://genius.com/Only-The-Family-No-Auto-Durk-lyrics
Sucker for Pain,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign",2016,1418983,https://genius.com/Lil-Wayne-Wiz-Khalifa-Imagine-Dragons-Logic-Ty-Dolla-ign-Sucker-for-Pain-lyrics
I want it I need it Death Heated,Death Grips,2011,260339,https://genius.com/Death-Grips-I-want-it-I-need-it-Death-Heated-lyrics
Bandz A Make Her Dance,Juicy J,2012,441537,https://genius.com/Juicy-J-Bandz-A-Make-Her-Dance-lyrics
Diet Mountain Dew,Lana Del Rey,2011,315018,https://genius.com/Lana-Del-Rey-Diet-Mountain-Dew-lyrics
Sweatshirt,Jacob Sartorius,2016,261577,https://genius.com/Jacob-Sartorius-Sweatshirt-lyrics
​R.E.M,Ariana Grande,2018,1089084,https://genius.com/Ariana-Grande-​REM-lyrics
Resume,Lil Tjay,2018,393290,https://genius.com/Lil-Tjay-Resume-lyrics
The Phantom of the Opera,Andrew Lloyd Webber,1987,789078,https://genius.com/Andrew-Lloyd-Webber-The-Phantom-of-the-Opera-lyrics
Time,NF,2019,533469,https://genius.com/NF-Time-lyrics
RENTAL,BROCKHAMPTON,2017,454461,https://genius.com/BROCKHAMPTON-RENTAL-lyrics
Murder Was the Case Death After Visualizing Eternity,Snoop Dogg,1993,251240,https://genius.com/Snoop-Dogg-Murder-Was-the-Case-Death-After-Visualizing-Eternity-lyrics
On The Ground,ROS,2021,917302,https://genius.com/ROS-On-The-Ground-lyrics
I Just Wanna Party,YG,2014,320490,https://genius.com/YG-I-Just-Wanna-Party-lyrics
Mood,24kGoldn,2020,851920,https://genius.com/24kGoldn-Mood-lyrics
El Chombo - Dame Tu Cosita ft. Cutty Ranks English Translation,Genius English Translations,2018,453547,https://genius.com/Genius-English-Translations-El-Chombo-Dame-Tu-Cosita-ft-Cutty-Ranks-English-Translation-lyrics
I Know,Yo Gotti,2013,264335,https://genius.com/Yo-Gotti-I-Know-lyrics
Survival,Drake,2018,676924,https://genius.com/Drake-Survival-lyrics
GOSHA,$NOT,2018,312162,https://genius.com/NOT-GOSHA-lyrics
Beach Life-in-Death 2018,Car Seat Headrest,2017,274346,https://genius.com/Car-Seat-Headrest-Beach-LifeinDeath-2018-lyrics
Mr. Roboto,Styx,1983,205304,https://genius.com/Styx-Mr-Roboto-lyrics
Breezeblocks,alt-J,2012,1403504,https://genius.com/altJ-Breezeblocks-lyrics
Walk Thru,Rich Homie Quan,2013,328826,https://genius.com/Rich-Homie-Quan-Walk-Thru-lyrics
